HEADERS
Hierarchy - L1 | Hierarchy - L2 | Hierarchy - L3 | Hierarchy | Main Group - Code | Main Group Name | Sub Group - Code | Sub Group Name | NWB_AusHFG | NMHS_AssetCodes | NWB_MaintainabilityType | NWB_AssetTypeCode | NWB_AssetType | NWB_Discipline | NWB_Category | NWB_Material | NWB_SteelGrade | NWB_ConcreteStrength | NWB_System | NWB_AssetID | NWB_UniclassCode | NWB_UniclassDescription | NWB_DesignPkg | NWB_BuildingPermitPkg | NWB_Department | NWB_ SubDepartment | NWB_RoomID | NWB_RoomName | NWB_DimDiameter | NWB_DimHeight | NWB_DimLength | NWB_DimWidth | NWB_DimArea | NWB_DimVolume | NWB_WBSCode
ROW 979: Building Services | Mechanical | Valve | Building Services\Mechanical\Valve\MSOL | HY | Hydraulic Services | GE | General | HYGE | VAL | 1 | MSOL | Solenoid Valve | Mechanical | Valve |  |  |  | Refer to Systems Table | AssetTypeCode-Building-Level-ElementID (example "DPIT-M-GR-0001") | Pr_65_54_94_87 | Solenoid-operated valves | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab | dRofus Room Data | dRofus Room Data | Site-Building-Level-XXX.X (example "OPH-M-L1-120.2") | dRofus Room Data | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 980: Building Services | Mechanical | Valve | Building Services\Mechanical\Valve\MSPV | HY | Hydraulic Services | GE | General | HYGE | VAL | 1 | MSPV | Spectacle Valve | Mechanical | Valve |  |  |  | Refer to Systems Table | AssetTypeCode-Building-Level-ElementID (example "DPIT-M-GR-0001") | Pr_65_54_95 | Building services valves | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab | dRofus Room Data | dRofus Room Data | Site-Building-Level-XXX.X (example "OPH-M-L1-120.2") | dRofus Room Data | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 981: Building Services | Mechanical | Valve | Building Services\Mechanical\Valve\MSAV | HY | Hydraulic Services | GE | General | HYGE | VAL | 1 | MSAV | Surge Anticipation Valve | Mechanical | Valve |  |  |  | Refer to Systems Table | AssetTypeCode-Building-Level-ElementID (example "DPIT-M-GR-0001") | Pr_65_54_95_65 | Pressure relief valves | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab | dRofus Room Data | dRofus Room Data | Site-Building-Level-XXX.X (example "OPH-M-L1-120.2") | dRofus Room Data | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 982: Building Services | Mechanical | Valve | Building Services\Mechanical\Valve\MTMV | HY | Hydraulic Services | GE | General | HYGE | TMV | 1 | MTMV | Thermostatic Mixing Valve | Mechanical | Valve |  |  |  | Refer to Systems Table | AssetTypeCode-Building-Level-ElementID (example "DPIT-M-GR-0001") | Pr_65_54_95_88 | Thermostatic mixing valves | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab | dRofus Room Data | dRofus Room Data | Site-Building-Level-XXX.X (example "OPH-M-L1-120.2") | dRofus Room Data | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 983: Building Services | Mechanical | Valve | Building Services\Mechanical\Valve\MTPD | ME | Mechanical Services | GE | General | MEGE | NA | 1 | MTPD | Trap Priming Device | Mechanical | Valve |  |  |  | Refer to Systems Table | AssetTypeCode-Building-Level-ElementID (example "DPIT-M-GR-0001") | Pr_20_76_71_90 | Trap switches | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab | dRofus Room Data | dRofus Room Data | Site-Building-Level-XXX.X (example "OPH-M-L1-120.2") | dRofus Room Data | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 984: Building Services | Mechanical | Valve | Building Services\Mechanical\Valve\MVWM | HY | Hydraulic Services | GE | General | HYGE | VAL | 1 | MVWM | Water Main Valve | Mechanical | Valve |  |  |  | Refer to Systems Table | AssetTypeCode-Building-Level-ElementID (example "DPIT-M-GR-0001") | Pr_65_54_94 | Water supply and wastewater valves | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab | dRofus Room Data | dRofus Room Data | Site-Building-Level-XXX.X (example "OPH-M-L1-120.2") | dRofus Room Data | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 985: Building Services | Mechanical | VSD | Building Services\Mechanical\VSD\MDDF | ME | Mechanical Services | GE | General | MEGE | NA | 1 | MDDF | dU/dt Filter | Mechanical | VSD |  |  |  | Refer to Systems Table | AssetTypeCode-Building-Level-ElementID (example "DPIT-M-GR-0001") | Pr_65_72_43 | Power conditioning equipment | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab | dRofus Room Data | dRofus Room Data | Site-Building-Level-XXX.X (example "OPH-M-L1-120.2") | dRofus Room Data | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 986: Building Services | Mechanical | VSD | Building Services\Mechanical\VSD\MVSD | ME | Mechanical Services | GE | General | MEGE | VSD | 1 | MVSD | Variable Speed Drive | Mechanical | VSD |  |  |  | Refer to Systems Table | AssetTypeCode-Building-Level-ElementID (example "DPIT-M-GR-0001") | Pr_75_51_52_94 | Variable speed drives | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab | dRofus Room Data | dRofus Room Data | Site-Building-Level-XXX.X (example "OPH-M-L1-120.2") | dRofus Room Data | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 990: Building Services | Security | Access Control | Building Services\Security\Access Control\SEKM | SE | Security Systems | GE | General | SEGE | NA | 1 | SEKM | Electronic Key-safe medium | Security | Access Control |  |  |  | Refer to Systems Table | AssetTypeCode-Building-Level-ElementID (example "DPIT-M-GR-0001") | 
Pr_75_30 | Opening control products | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab | dRofus Room Data | dRofus Room Data | Site-Building-Level-XXX.X (example "OPH-M-L1-120.2") | dRofus Room Data | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 991: Building Services | Security | Access Control | Building Services\Security\Access Control\SEKL | SE | Security Systems | GE | General | SEGE | NA | 1 | SEKL | Electronic Key-safe large | Security | Access Control |  |  |  | Refer to Systems Table | AssetTypeCode-Building-Level-ElementID (example "DPIT-M-GR-0001") | 
Pr_75_30 | Opening control products | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab | dRofus Room Data | dRofus Room Data | Site-Building-Level-XXX.X (example "OPH-M-L1-120.2") | dRofus Room Data | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 993: Building Services | Security | Alarm | Building Services\Security\Alarm\SFBG | IT | Information & Communication Services | SE | Security Systems | ITSE | FBR | 1 | SFBG | Fire Break Glass | Security | Alarm |  |  |  | Refer to Systems Table | AssetTypeCode-Building-Level-ElementID (example "DPIT-M-GR-0001") | Pr_25_80_81_34 | Glass oxide fire-stopping | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab | dRofus Room Data | dRofus Room Data | Site-Building-Level-XXX.X (example "OPH-M-L1-120.2") | dRofus Room Data | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 994: Building Services | Security | Alarm | Building Services\Security\Alarm\SGON | FS | Fire Services | DE | Detection | SEGE | NA | 1 | SGON | Fire Gong | Security | Alarm |  |  |  | Refer to Systems Table | AssetTypeCode-Building-Level-ElementID (example "DPIT-M-GR-0001") | Pr_75_80_30_30 | Fire alarm sounders | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab | dRofus Room Data | dRofus Room Data | Site-Building-Level-XXX.X (example "OPH-M-L1-120.2") | dRofus Room Data | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 995: Building Services | Security | Alarm | Building Services\Security\Alarm\SCSS | FS | Fire Services | DE | Detection | FSDE | NA | 1 | SCSS | Combined Strobe Sounder | Security | Alarm |  |  |  | Refer to Systems Table | AssetTypeCode-Building-Level-ElementID (example "DPIT-M-GR-0001") | Pr_75_80_30_97 | Visual alarm signal devices | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab | dRofus Room Data | dRofus Room Data | Site-Building-Level-XXX.X (example "OPH-M-L1-120.2") | dRofus Room Data | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 996: Building Services | Security | Alarm | Building Services\Security\Alarm\SSRN | SE | Security Systems | GE | General | SEGE | SNR | 1 | SSRN | Siren | Security | Alarm |  |  |  | Refer to Systems Table | AssetTypeCode-Building-Level-ElementID (example "DPIT-M-GR-0001") | Pr_75_80_30_30 | Fire alarm sounders | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab | dRofus Room Data | dRofus Room Data | Site-Building-Level-XXX.X (example "OPH-M-L1-120.2") | dRofus Room Data | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 1019: Building Services | Security | CCTV | Building Services\Security\CCTV\SCNR | SE | Security Systems | GE | General | SEGE | CAM | 1 | SCNR | Camera 2MP - Internal | Security | CCTV |  |  |  | Refer to Systems Table | AssetTypeCode-Building-Level-ElementID (example "DPIT-M-GR-0001") | Pr_75_80_50 | Monitoring system control products | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab | dRofus Room Data | dRofus Room Data | Site-Building-Level-XXX.X (example "OPH-M-L1-120.2") | dRofus Room Data | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 1020: Building Services | Security | CCTV | Building Services\Security\CCTV\SCHR | SE | Security Systems | GE | General | SEGE | CAM | 1 | SCHR | Camera 5MP - Internal | Security | CCTV |  |  |  | Refer to Systems Table | AssetTypeCode-Building-Level-ElementID (example "DPIT-M-GR-0001") | Pr_75_80_50 | Monitoring system control products | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab | dRofus Room Data | dRofus Room Data | Site-Building-Level-XXX.X (example "OPH-M-L1-120.2") | dRofus Room Data | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 1021: Building Services | Security | CCTV | Building Services\Security\CCTV\SHRI | SE | Security Systems | GE | General | SEGE | CAM | 1 | SHRI | Camera High MP - Internal | Security | CCTV |  |  |  | Refer to Systems Table | AssetTypeCode-Building-Level-ElementID (example "DPIT-M-GR-0001") | Pr_75_80_50 | Monitoring system control products | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab | dRofus Room Data | dRofus Room Data | Site-Building-Level-XXX.X (example "OPH-M-L1-120.2") | dRofus Room Data | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 1022: Building Services | Security | CCTV | Building Services\Security\CCTV\SCMI | SE | Security Systems | GE | General | SEGE | CAM | 1 | SCMI | Camera multi-sensor - Internal | Security | CCTV |  |  |  | Refer to Systems Table | AssetTypeCode-Building-Level-ElementID (example "DPIT-M-GR-0001") | Pr_75_80_50 | Monitoring system control products | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab | dRofus Room Data | dRofus Room Data | Site-Building-Level-XXX.X (example "OPH-M-L1-120.2") | dRofus Room Data | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 1023: Building Services | Security | CCTV | Building Services\Security\CCTV\SCMC | SE | Security Systems | GE | General | SEGE | CAM | 1 | SCMC | Corner mount camera - Internal | Security | CCTV |  |  |  | Refer to Systems Table | AssetTypeCode-Building-Level-ElementID (example "DPIT-M-GR-0001") | Pr_75_80_50 | Monitoring system control products | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab | dRofus Room Data | dRofus Room Data | Site-Building-Level-XXX.X (example "OPH-M-L1-120.2") | dRofus Room Data | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 1024: Building Services | Security | CCTV | Building Services\Security\CCTV\SPTD | SE | Security Systems | GE | General | SEGE | CAM | 1 | SPTD | Camera  PTZ Dome type - Internal | Security | CCTV |  |  |  | Refer to Systems Table | AssetTypeCode-Building-Level-ElementID (example "DPIT-M-GR-0001") | Pr_75_80_50 | Monitoring system control products | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab | dRofus Room Data | dRofus Room Data | Site-Building-Level-XXX.X (example "OPH-M-L1-120.2") | dRofus Room Data | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 1025: Building Services | Security | CCTV | Building Services\Security\CCTV\SCNB | SE | Security Systems | GE | General | SEGE | CAM | 1 | SCNB | Camera 2MP - Bullet type external | Security | CCTV |  |  |  | Refer to Systems Table | AssetTypeCode-Building-Level-ElementID (example "DPIT-M-GR-0001") | Pr_75_80_50 | Monitoring system control products | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab | dRofus Room Data | dRofus Room Data | Site-Building-Level-XXX.X (example "OPH-M-L1-120.2") | dRofus Room Data | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 1026: Building Services | Security | CCTV | Building Services\Security\CCTV\SCND | SE | Security Systems | GE | General | SEGE | CAM | 1 | SCND | Camera 2MP - Dome type external | Security | CCTV |  |  |  | Refer to Systems Table | AssetTypeCode-Building-Level-ElementID (example "DPIT-M-GR-0001") | Pr_75_80_50 | Monitoring system control products | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab | dRofus Room Data | dRofus Room Data | Site-Building-Level-XXX.X (example "OPH-M-L1-120.2") | dRofus Room Data | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 1027: Building Services | Security | CCTV | Building Services\Security\CCTV\SCHB | SE | Security Systems | GE | General | SEGE | CAM | 1 | SCHB | Camera 5MP - Bullet type external | Security | CCTV |  |  |  | Refer to Systems Table | AssetTypeCode-Building-Level-ElementID (example "DPIT-M-GR-0001") | Pr_75_80_50 | Monitoring system control products | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab | dRofus Room Data | dRofus Room Data | Site-Building-Level-XXX.X (example "OPH-M-L1-120.2") | dRofus Room Data | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 1028: Building Services | Security | CCTV | Building Services\Security\CCTV\SCHD | SE | Security Systems | GE | General | SEGE | CAM | 1 | SCHD | Camera 5MP - Dome type external | Security | CCTV |  |  |  | Refer to Systems Table | AssetTypeCode-Building-Level-ElementID (example "DPIT-M-GR-0001") | Pr_75_80_50 | Monitoring system control products | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab | dRofus Room Data | dRofus Room Data | Site-Building-Level-XXX.X (example "OPH-M-L1-120.2") | dRofus Room Data | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 1029: Building Services | Security | CCTV | Building Services\Security\CCTV\SCMS | SE | Security Systems | GE | General | SEGE | CAM | 1 | SCMS | Camera multi-sensor - External | Security | CCTV |  |  |  | Refer to Systems Table | AssetTypeCode-Building-Level-ElementID (example "DPIT-M-GR-0001") | Pr_75_80_50 | Monitoring system control products | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab | dRofus Room Data | dRofus Room Data | Site-Building-Level-XXX.X (example "OPH-M-L1-120.2") | dRofus Room Data | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 1030: Building Services | Security | CCTV | Building Services\Security\CCTV\SMSP | SE | Security Systems | GE | General | SEGE | CAM | 1 | SMSP | Camera multi-sensor with PTZ - External | Security | CCTV |  |  |  | Refer to Systems Table | AssetTypeCode-Building-Level-ElementID (example "DPIT-M-GR-0001") | Pr_75_80_50 | Monitoring system control products | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab | dRofus Room Data | dRofus Room Data | Site-Building-Level-XXX.X (example "OPH-M-L1-120.2") | dRofus Room Data | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 1031: Building Services | Security | CCTV | Building Services\Security\CCTV\SHMB | SE | Security Systems | GE | General | SEGE | CAM | 1 | SHMB | Camera High MP - Bullet type external | Security | CCTV |  |  |  | Refer to Systems Table | AssetTypeCode-Building-Level-ElementID (example "DPIT-M-GR-0001") | Pr_75_80_50 | Monitoring system control products | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab | dRofus Room Data | dRofus Room Data | Site-Building-Level-XXX.X (example "OPH-M-L1-120.2") | dRofus Room Data | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 1032: Building Services | Security | CCTV | Building Services\Security\CCTV\SHMD | SE | Security Systems | GE | General | SEGE | CAM | 1 | SHMD | Camera High MP - Dome type external | Security | CCTV |  |  |  | Refer to Systems Table | AssetTypeCode-Building-Level-ElementID (example "DPIT-M-GR-0001") | Pr_75_80_50 | Monitoring system control products | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab | dRofus Room Data | dRofus Room Data | Site-Building-Level-XXX.X (example "OPH-M-L1-120.2") | dRofus Room Data | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 1033: Building Services | Security | CCTV | Building Services\Security\CCTV\SANP | SE | Security Systems | GE | General | SEGE | CAM | 1 | SANP | Camera - ANPR type | Security | CCTV |  |  |  | Refer to Systems Table | AssetTypeCode-Building-Level-ElementID (example "DPIT-M-GR-0001") | Pr_75_80_50 | Monitoring system control products | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab | dRofus Room Data | dRofus Room Data | Site-Building-Level-XXX.X (example "OPH-M-L1-120.2") | dRofus Room Data | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 1034: Building Services | Security | CCTV | Building Services\Security\CCTV\SPDE | SE | Security Systems | GE | General | SEGE | CAM | 1 | SPDE | Camera PTZ Dome type - External | Security | CCTV |  |  |  | Refer to Systems Table | AssetTypeCode-Building-Level-ElementID (example "DPIT-M-GR-0001") | Pr_75_80_50 | Monitoring system control products | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab | dRofus Room Data | dRofus Room Data | Site-Building-Level-XXX.X (example "OPH-M-L1-120.2") | dRofus Room Data | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 1052: Building Services | Security | Control | Building Services\Security\Control\SDIS | SE | Security Systems | GE | General | SEGE | NA | 2 | SDIS | Door interlock status indicator | Security | Control |  |  |  | Refer to Systems Table | AssetTypeCode-Building-Level-ElementID (example "DPIT-M-GR-0001") | Pr_75_30_30 | Electronic access control and recording products | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab | dRofus Room Data | dRofus Room Data | Site-Building-Level-XXX.X (example "OPH-M-L1-120.2") | dRofus Room Data | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 1070: Building Services | Security | EAC Module | Building Services\Security\EAC Module\SRAK | SE | Security Systems | GE | General | SEGE | NA | 1 | SRAK | Remote Arming Station - Keypad type | Security | EAC Module |  |  |  | Refer to Systems Table | AssetTypeCode-Building-Level-ElementID (example "DPIT-M-GR-0001") | Pr_75_80_30 | Fire detection and alarm devices and control equipment | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab | dRofus Room Data | dRofus Room Data | Site-Building-Level-XXX.X (example "OPH-M-L1-120.2") | dRofus Room Data | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 1071: Building Services | Security | EAC Module | Building Services\Security\EAC Module\SRAC | SE | Security Systems | GE | General | SEGE | NA | 1 | SRAC | Remote Arming Station - Access card type | Security | EAC Module |  |  |  | Refer to Systems Table | AssetTypeCode-Building-Level-ElementID (example "DPIT-M-GR-0001") | Pr_75_80_30 | Fire detection and alarm devices and control equipment | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab | dRofus Room Data | dRofus Room Data | Site-Building-Level-XXX.X (example "OPH-M-L1-120.2") | dRofus Room Data | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 1078: Building Services | Security | EAC Module | Building Services\Security\EAC Module\SBRI | SE | Security Systems | GE | General | SEGE | NA | 1 | SBRI | Biometric reader - Iris scan | Security | EAC Module |  |  |  | Refer to Systems Table | AssetTypeCode-Building-Level-ElementID (example "DPIT-M-GR-0001") | Pr_75_80_60_08 | Biometric iris recognition products | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab | dRofus Room Data | dRofus Room Data | Site-Building-Level-XXX.X (example "OPH-M-L1-120.2") | dRofus Room Data | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
